hashed_device_id	common_evening_lat	common_evening_long	common_daytime_lat	common_daytime_long
46f8fcdf9f196b986de6af1f46261364e7512d76	-34.977892505864844	138.5531003769276	-34.954716505864845	138.56574242858085
bf8bdd52c7dfca0332fa83aa2ad048444f027ff6	-34.95092044440479	138.54431938529584	-34.95092044440479	138.54431038529583
ea93e059e046fa09ab15b712d49afd9a40d29c11	-34.9999856094557	138.5604651054752	-34.9945336094557	138.5359991100649
c65dc5893739762099be40bfdb17d0fe2c8e51b8	-34.95354855023582	138.56199199821674	-34.95353855023582	138.5620129982176
1202807a573b282d5db3df26c44356ce85b76615	-35.036150823626365	138.60689388436774	-35.036150823626365	138.60690488436774
4489b6b472494441e16f2be9984305d90805aa6e	-34.85989316427326	138.59103768684787	-34.85989716427326	138.59103268682657
077e9aeeb6f0712ae8ab52234c9010d4516af467	-34.956754539424544	138.54514068092237	-34.956793539424545	138.5451466809051
7903bf8f9f3e6ab1e5040cf0eb2f65ed94678240	-34.96007719470038	138.54889475738284	-34.96007419470038	138.54889575737758
f646d8ba9dfbca67c0631fb57f1dd1130b8fced8	-34.96018252706292	138.5590264654354	-34.96016952706292	138.5590124653976
4a381124fa7fb17ff4077904f11db93f114bc59f	-35.04104902466788	138.54175586130515	-35.04104502466787	138.54174686132959
26f8d40e2e9bb09da6be89619b6bef3903b91020	-34.84198321675861	138.63524597911425	-34.84195621675861	138.6350989790949
ab5d985dd55697d89df592decd7699c88d6c6e2b	-35.17688692076697	138.47865884330062	-35.17250192076697	138.46992184724638
b8e45460f3ee9af7c491c928f79aac25db1d073d	-34.87464201185411	138.66880123191464	-34.874640011854105	138.66880323191123
7a6bbdd8594f0800e8b4c892143ce7397d4796a7	-34.93099041220368	138.54461864317526	-34.93099541220368	138.5446326431538
fb8cf4374e21f0efe31f93e36e50f1447e44fca1	-34.94833383299454	138.55150209491308	-34.94833683299454	138.55145909491202
5d29467cfff9a87ee20bd5c1de1660daa4b95b58	-34.780781071658204	138.69929181301111	-34.780778071658204	138.69929281301341
decb34a20e1ebc7ca3550ddb6444e5d5785aba75	-34.93078431566352	138.61689292885424	-34.930755315663525	138.61662392896173
471c9f4eff4e94c52efcb14a8225bee393b36034	-35.015767839397476	138.5646620130637	-35.01577183939747	138.5646620130634
d34208928b6836099035dfda5b3eaf23a80d0c70	-35.02398514956923	138.5449381760157	-35.02398714956923	138.54494217601604
cbe9c6e453e7c0b75eb0d50d7bac970749054cb2	-34.85687227276669	138.5955899171089	-34.85704327276668	138.59591891641654
a3189b326f0db15938491341f59ecc0440805a55	-34.98463408007565	138.53093453427294	-34.98468208007565	138.53094253425334
260910c89e00a3af06303f4fb5d134e0cffd68dd	-34.95893150830015	138.55947841277967	-34.94264650830015	138.6188014460686
a665ffea4ea0f0f5f5969a2db52c6e0edbaa9466	-34.96252257296032	138.5577201790726	-34.962466572960324	138.55772017935334
fd8d14207be4c82ccf35faff5c26db3d33124cff	-34.96928882893832	138.57017828631325	-34.96931882893831	138.57016028640857
3e570df7b91b5d517a5b6ac7cec7d49ca759b8f0	-34.99283810504801	138.5579649667449	-34.992839105048006	138.5579639667468
d162d4884532eff67c8adf53cb403e737665d995	-34.94621448127036	138.5942273080297	-34.94621048127036	138.5942243080405
3b3ab7c90abbbc3a011041189851f7815ac1ad94	-34.763359752824805	138.65586525438246	-34.76348475282481	138.65592825441615
3f759022ff0c5310dc1d4c4fcf6b9c7ed2461dfe	-34.95780688607974	138.5767629746297	-34.95776888607974	138.57692397452632
2144f81effecafc8f3f071c0c43b41ee859df044	-34.963717241566926	138.5629801070219	-34.96370724156693	138.56298110706294
63684352d50ca1cc8f518540211f3dfd2e60baf6	-34.95657296584623	138.57088164764048	-34.95657296584623	138.57088164764048
5ff3cd02979f4b203243f59253abb0cb7a550cb3	-35.000726776356174	138.59020702048002	-35.00073377635618	138.59021302050473
404d7a8d27feb8b1d8617e51908dcfc29463fcd6	-34.86890107261383	138.66216257457273		
17f6e6aa8eac8909a597708d9cb703dd082b6065	-32.05265929884022	115.8116988689798	-32.052652298840215	115.81170786895012
c0921108fd0f18fddc02bd94d7a0bdbcd0db51f6	-34.89600783121404	138.66433442170285	-34.89597883121404	138.66432442169491
61987a784fe280d39e008c19503ae165ea69ea5d	-35.00337732870106	138.58073449775083	-35.00340832870106	138.58072549758847
e2d5357e365e106a4a9f8fa66945f0da6995ae75	-34.65482202955594	138.671397732585	-34.654814029555936	138.6714017325909
400a511455897642147888c6beda411a20c70b22	-35.02638947737599	138.5675450830875	-35.02639247737599	138.56759408308628
7033280191282dd52a08568d8fe8c85e992913a1	-34.96425137343731	138.51957545130057	-34.93264537343731	138.60377940641547
fbad887288211beb3f29919a78f5508f8c24bde3	-34.919182740102634	138.572942531193	-34.91918474010264	138.57292653120388
05e70b931e1d89434d61122936d8c9aa52103754	-34.859830742251916	138.71516315532017	-34.859841742251916	138.71516315537448
bd813ea7fe472d76bcd86c780cbd634d0b35ebbc	-34.990376819446126	138.5317945695982	-34.95886481944613	138.5716957782546
537b5d9dc663c01671ad21d9c0b217f392ffdb9b	-34.63639898661001	138.65335363059344	-34.83079598661001	138.59997427175654
402281c8a4cd71cc2c0550a3173463fdf6737cf7	-34.99226971847122	138.72053261133146	-34.99228171847122	138.7205446113062
4b50c4c2d08439d299f3683578345c2f820d638c	-34.871769585804834	138.54058853700627	-34.871757585804836	138.54059153699873
e6d6415b63d14d65aa0804f09d112cefcb696ead	-34.97268204446362	138.51229023646283	-34.922870044463615	138.6043742533259
14fcf806a292202fb40e09ae11044d25ad74b5e0	-35.06106406525153	138.61358122618594	-35.06104106525153	138.61359622619716
75288644cea04c7b2ade9babf59255a1ad3c7748	-34.763177559619855	138.65624213961715	-34.76317955961986	138.65623313962482
9d5a1f07cdff131738004b7c97f6c404e8fa1aea	-34.961376513345286	138.55996377086726	-34.98457051334529	138.57064272747164
5be67d5df9c3691b284325fb20be90b042e89b60	-34.955374663741225	138.56972182917715		
2568209ea00e305fa57ad2a073ce97839b8a85d4	-34.89730806323831	138.5356638728894	-34.897296063238315	138.535616872897
8697b6b628132c52649fccf88c04e44e86b09d78	-34.97192393524089	138.58348135055374	-34.97193793524089	138.58349735062012
6179f9c92ab21cc5ea4869dac0dfb90d3faa62fb	-34.880300203565675	138.66620302322156	-34.880365203565674	138.66617802345328
25311825f235cade2c91b3f9a8cb2406c20f0991	-37.82032013612172	140.80708080124575	-37.82032113612173	140.80707780124737
e46e2f7a8300ff5068a0cb19de22e6e050f28bd6	-34.968875909356434	138.56091609459057	-34.968886909356435	138.56091909455822
03bdec3fb9064eaa88b36434df24eabb31d9a93e	-35.03598849900494	138.51730628459418	-35.03598149900493	138.5173222845878
70e607db24c138c541637386708e33a70af0e891	-35.006933392995826	138.51555581986185	-34.916220392995825	138.6259418753819
33b86bd3731592af5b316c1ec85056f46883adc7	-34.998101151411795	138.55509325669746		
a5760969914efbfe3c950d9169921bd0e5a187f6	-34.8183396451021	138.7047788111648	-34.8183336451021	138.70475181118823
fabf30c76e9fe6bd2e5704ff11ca72f75cb18b5b	-34.96699073089649	138.56007587771322	-34.96693873089649	138.5602508776841
35a7b693bcf85a8bbc2d8f555da9a47316f60489	-34.986996056700114	138.52679602290405	-34.987181056700116	138.52682902252445
e0f613aa90beeddfa12d65325f3d453f02ba7cde	-34.887428446456205	138.58166038713077	-34.88743344645621	138.58163638715845
1a16a9235e484b589c3382a0c13fb8a8871a21b6	-34.97801346725896	138.51156052879602	-34.97800146725896	138.5115525287618
0b57cda938926ab0460b423f344ed2f50092c7ce	-34.96094235910997	138.56978973501157	-35.11653435910997	138.49956470658674
0b9ceb0f318c74cc122e197749bcb8a523c64d05	-35.06760402603035	138.6564286914272	-35.067603026030355	138.65642869142889
71c690368685d68a4d7fc4cc6262f9d526b299a6	-34.891475694365155	138.58620673317705	-34.921160694365156	138.64117968318234
344ce4ee754a976c1d0c169bb491dbf9fe3653bc	-35.128167483006735	138.51276335598178	-34.919537483006735	138.60843128024717
2fa6925faa76e825dd12008ca897299b5fce9fb1	-35.122526142318435	138.51136467194232	-35.122495142318435	138.51135867196186
0946f6f174ac0ed793dce99dfc9144b90a66fa85	-34.97871358975889	138.6234776010339	-34.97872458975889	138.62348960099138
4b056193236d88b614984028af0f2c8762fd38be	-34.953222990094424	138.55048105693425	-34.95320099009442	138.5504760570405
b15f6302c0cc585a0d0b0509be0339df574bd1ea	-35.05632033500748	138.81160453777778	-35.05633933500748	138.8116045378263
57512ea9f1fde368153492fce8fbba69f573a3b0			-34.92940545960576	138.60446245283615
bec3529b78f00e7eeb1b40362eb93a53715b6e4d	-34.85377404902942	138.53685467221482		
a4e57b15e2d2e34918aaf19ca5d32c591f09b14d	-34.857976584714116	138.47857374184264	-35.01511258471412	138.5451586838176
cee077d6d537f7fb134d6c4f0ff6f79566670659	-34.98557452235236	138.60606475244208	-34.985350522352356	138.60605175172043
79aab697efbaad0ba46a8ea998fcf8786ee222e5	-34.940244593330654	138.54913162881172	-34.94027159333065	138.54913862880898
c0f2fb182738a0519c59e463b301f060d12da00b	-34.96441257902888	138.5386195911393	-34.96442257902888	138.53863059113706
6ea96d7e46eae2c8caef818524d900b847030558	-34.91908041874878	138.56576212942164	-34.91906641874878	138.56575012939604
0466ba3599bab956ff8f3debcae2adc5d091e51c	-34.983439152102925	138.56603974192828	-34.983445152102924	138.56603874192893
0ccc3c19ab63771f15be5cbc0696052a96baf4e3	-35.09035177242446	138.58239651091728	-35.09035377242446	138.58240951091813
4e0f84faf6cf02beda5fb2b1fb7d6d2a336ea747	-34.97767781170972	138.52776617267048	-34.97770681170972	138.52776617262984
f69b26cc2b7e87bd6f60ec3821f52bce9369539e	-34.96961671111479	138.56253780358767	-35.01433871111479	138.61962393737943
78400ff189824611cff0de665dd4f7aea0733c84	-34.95025613760327	138.58125131557378	-34.95023413760327	138.58125131552055
7832de420a9931ce0a888de9a276fa05a281f16e	-34.95440974327067	138.54590296523267	-34.92754174327067	138.61309792953782
7522bacf9401c992c7d0aa51846206677bed713b	-34.965266944293205	138.57023377219815	-34.88233994429321	138.5772006431399
408778295aa024002bf025504d9c8a68e083c645	-34.878646447806034	138.50493052267038	-34.87864144780603	138.5049405226729
6fbfe1a6aad2040e3e8924b5d2c78050fd7521e7	-34.871786829761575	138.622631374381	-34.87178282976158	138.62263737437328
238fb5ad327a76f6cce4e7f61db9ddb501712a3b	-34.98247586389629	138.55994270526628	-34.982443863896286	138.55992170525272
b027787bce12611d918a0bbc8d7618f224a092f8	-34.95660057010729	138.55675688916892	-34.94038557010729	138.62393986506376
f5eda111c8898c75249c24999f62ea3c2d65e17c	-34.92537520831471	138.5745130184733	-35.00682620831471	138.52206519156047
250a874e545f967193acf4e09aae8686fc00f8a2	-34.969573361860895	138.56389466923568	-34.9695043618609	138.5355216694044
3b4f3559a6d7b28306226c96d767953b458d203c	-34.99836313732222	138.5710375341515	-34.99836513732222	138.57102753414895
d375d8a876f1cc3eb75f01dde20d73710a57b856	-34.96532055562286	138.5567273304502	-34.96532455562286	138.55675433046616
2bb1694f895c83393a90110c756ca42f112bdb4a	-34.95589329941462	138.63606972524974	-34.95591729941462	138.63606672516647
6fce2f5594396851d90c16a041070a23b0d55e89	-34.77093224030529	138.73115039488366	-34.770920240305294	138.73116739489362
a1cc1bd8785ed83351c5960be8307d8e7de4ff19	-35.04106974986162	138.5844442643437	-34.99784574986162	138.56523036567125
a670231cb9a3f14383aeeb0faaf06ac0c01a2eec	-34.85606349421442	138.62341806492665	-34.85606349421442	138.62341406492664
a3b1f4b06466ad43d954744b45f4197bc76c501b	-35.10229445248757	138.56148689549164	-35.11039145248757	138.49941193084913
b367df5fec91d78011c0c99a1e1d01591beb2000	-34.92815199961088	138.5912423009759	-34.928153999610885	138.59124330098123
a1cc8cd5bb59d03f714b42cded2c452aff8811cf	-34.95896020117966	138.56019839325612	-34.92250520117965	138.59954438908142
86e19e9666b917931c4c47fe890eb46f0e5f6f62	-34.970384980425564	138.54493464571124		
a698a624a233eae70e7767cd7b75f95cd6c8aff1	-34.982828230432666	138.54734982247777	-34.98274223043266	138.54734482250316
a79fbf300e61a99daa0db9101dafe89fa1b6f35d	-35.04516104727135	138.533395240471	-35.00388104727135	138.52018415957878
1c1c64c85f78e966cf452e82a9eb1d7348d9dc28	-34.99041407028367	138.55187499875052	-34.99042707028367	138.55189699880054
258f0cdcbe556cb2dfc0a3b3d3b56aa6e5248a4a	-34.98484059476556	138.52417992893132	-34.98484959476556	138.5242009289345
d2331b5e159c1637910f0aa299925b5aedf19e75	-35.134742942607865	138.5362663551301	-34.92308294260786	138.60054335856125
b85459ce1bd410288a70529a288d8ea04fb6df52	-35.05369022223251	138.6077106962412	-35.053686222232514	138.60771369624976
98f217c79f3b5834c231e22d28674070f054c8ac	-34.959434690755096	138.56644325777566	-34.9594256907551	138.566484257774
7357bad55e817f0332070d82f3e147db1b2ef32d	-34.94892093751711	138.57056815680707	-34.94893693751711	138.57059015684516
5f1f9a36313f58a5759884cbe184318697f3b1d0	-34.9589162532927	138.64091442281148	-34.9228652532927	138.60271143581105
084444d395c72c111dc81d12dde4662f63db8f12	-34.962291982593506	138.55092771790592	-34.9623049825935	138.55093471795442
63ad4c0af3c245305ae17c742b4ed501bb004e86	-34.94003596890054	138.5490295440035	-34.939997968900535	138.54904754406442
be0366c02de32acef593c4040965e64b990bcaad	-35.019423697967056	138.61552712490672	-34.999859697967054	138.56034602515294
777e2929ac6cac007c38727f1910186097dc2221	-35.02148327442159	138.5184735204902	-35.02148327442159	138.51845852049019
d9034ee1f29565fd1483383d058863c70ca0dcb3	-34.96408257523421	138.60562750928645	-34.96407457523421	138.60563550924041
6b601dd0084e9bb8d36c688cf3ad1e6ad9136ae8	-34.96460423856332	138.57710224350862	-34.96458423856332	138.57711024352272
6820e31ae627c8c32a054c74f14eefcb12c7a300	-34.93624356019706	138.54917343115963	-34.93627256019707	138.5491774311877
0714f9b8ca3390439d89d7cb6903e29d5d6ac87e	-34.90467858713451	138.5186161138987	-34.90471058713452	138.5186311139124
61c39eeb890a3c692798e088837525037e1a8ca0	-34.95398791706426	138.59909826766372	-34.95396391706426	138.59910826769527
159b4e12ebb356ccb0e1b739ef79e0ea0fca37e5	-35.0815051472639	138.553211021911	-35.0815071472639	138.55320902191983
5b4f5cbe02f2275f83d0dd07f23b910c9c004f83	-34.98732354974835	138.5252731454112	-34.987291549748356	138.5252701455687
b0beeea80da5f458cdc92263aec2b0b55d090c5b	-34.6092196706079	138.51793815868226	-34.7342536706079	138.59809013777345
ad83d13321e53208ac3c80288d6cb5d0ad8d66da	-34.92415402723519	138.63488229899818	-34.93487102723519	138.60043324717375
1b29b337b0ce9a0d32e25c89bc5a5cd7e9fcc6ec	-34.97645850978158	138.5319068622391	-34.97645750978158	138.53190686223593
8de6f969eae3b560bceb39d96b0e5ef841999de1	-34.96071619139447	138.56746750541862	-34.96070819139447	138.56746650542422
430c0988ad3b382090b53999ec313aad85e6ca4b	-34.95751598103328	138.56686848420864	-34.95753298103328	138.5668784842276
545fe4f3ac207fde596c4a81340374b7fa11029b	-34.860586797848015	138.48469863185596	-34.860558797848014	138.48469663193814
3b2c5df0375ccfbffd4fe4e5c6c2c29322e8d42a	-34.75013849879377	138.61482325829851	-34.75014849879377	138.61482825824905
06f2c927141979e70a576aff5fa8e9ef8696de65	-34.87229766107033	138.6433937197459	-34.67420366107033	138.70215366766882
bb98ceee5d9946761d8b4dd15cd55cbb3ecf381e	-34.975659397239546	138.59352986129124		
f344179cdd588d7c963388f0d9fafde4c55337b1	-34.83028182503108	138.6117451183766	-34.93954482503108	138.51307029282563
ce0b098c8022d93d12cbc5bfa8c81d8a177d9a87	-34.69303360128778	138.71196525481392	-34.69302160128778	138.71197325473517
bd435d0a40b795606865b23db3fcd54b310f5ab1	-34.97353115308575	138.53281646146934	-34.97325615308576	138.53235646257576
c081e188ec9dadc96446603b6a8ad77a53b8f27f			-34.957829686851284	138.56613879135767
e45e17b4378e32b498761d0cad2a43db7a249619	-35.00273812053029	138.5417036014584	-35.00276412053029	138.54169160153805
5e9f31061cb754cb33229c5a44a6d06caecd0f22	-35.024236212116726	138.54488336094127	-35.02424121211673	138.54489936093898
d6a190dbe5bddc5d305d60ce7415765b11570c21	-34.68486425434962	138.70005608391506	-34.827784254349616	138.70554381727933
654fd1dcab2eb721aa0e26fa183e502eab8ea387	-34.96609124621622	138.52953204576752	-34.96609824621623	138.5295090458097
16b2a477f15953b8fbb378c8b8f841141f67733b	-34.961029048057696	138.5593804702128	-34.96105004805769	138.55938447016678
276ab48ba6b73891c49d8e68e89f1e08cf6a713f	-34.866780935417644	138.7031290857232	-34.84683393541764	138.55978418680363
85f8fc3c4fe35d49b88ac89404d4a9d7f9073109	-34.81845948645593	138.70517838242768	-34.81845048645593	138.70517838241628
591e0dbe5d82fd9b8755e28c46bf66c59c696b53	-35.13762147428792	138.54301350378057	-35.137611474287915	138.5430175038062
46f08ed6ce4395729b7e82a2775ec7f2fef58f5a	-34.98364638880421	138.54025647393047	-34.98368538880421	138.5402994739588
13ab1867733f60773c78bee08670d6c544d745bf	-35.13688143685696	138.4734449093167	-35.13687543685696	138.47343190932284
eae759e40c79066a98132349e2fdb8f53a259ddf	-34.910140959435985	138.54933027768115	-34.910140959435985	138.54932227768114
e1b4c4241bb20c760b0cc459ff3aef6f9e26ef6d	-34.7054614234713	138.6842587419579	-34.706261423471304	138.68420874298042
9c1516c21fc30b4ece6e4a3dc794d106b091c0dc	-34.95138414216357	138.5677920313449	-34.951304142163565	138.56777803121895
32d50f7beb090d1501d3b39a5e8cd671b1c77c75	-34.82473801270158	138.6812587399445	-34.82474301270158	138.68126173995282
e1a325e9618d5bc882515cf5d312a62a3df5d53b	-34.95447303381416	138.57044403389048	-34.95446403381416	138.57045003389518
8c44a9004b6d22679d9df3a1aaf522aa03603a96	-34.95230416706037	138.5798095539273	-34.880130167060365	138.49701298059117
34d0ab102f566cc6150ebffd3f541b02d7ec8b83	-34.9773092459262	138.5682066088886	-34.9773002459262	138.56814960889196
c5dab9ce12f3eea5193e3be9b2b983c8b47fe676	-31.945298455182336	141.46772962932928	-31.944035455182334	141.47494063046145
a5f7e4ad6149f0cca33a9fd6f2e14f80a6731f38	-35.082562688146446	138.5084390782718	-35.08254268814645	138.50842807838038
f8d47168ff3ed81d3757d7fa3d529de571247a29	-34.891421526947894	138.58528078433153	-34.9217865269479	138.59797697510407
8591bd88eb089e8f864316ead73144611ed3e6d6	-35.01351226026683	138.5389788680158	-34.992524260266826	138.57142791883481
0be5214ea33e39ed05153af89f9cfd7dec3aee9b	-34.98118802633532	138.56000077190527	-34.98119102633532	138.55999377190315
0ab9aae1d5aac9a8510f8737017fedc23573ab9e	-34.95022722345505	138.58103527765056	-34.950217223455056	138.58101827764636
0b2077e3ee921a28fdc0e7215c64b5ee3e03e924	-34.96882434885784	138.53867931740615	-34.969084348857834	138.53838431743256
ee329346e6a9574587c82ebf2251be893f6fc894	-34.95188876627364	138.55665351265992	-34.951862766273635	138.55664551258397
aeaba1ae0b801cdd39d88351ae84862596ee3554	-34.99686992300569	138.51347121331833	-34.99686292300569	138.51346621330117
c54733e31eb3f6839878629d8cf214b2bb859acb	-34.889984888866415	138.5831916702088	-34.889981888866416	138.58318267021397
900b0b3ac06d81247c5ed0b365d2c4b0ea6d6128	-34.93800699202706	138.56430262557498	-34.93801799202706	138.56430062557962
e1aec9acb25c2475faa8111d3c0c1d1f1061f256	-34.963919975471285	138.61663832857968	-34.94555197547128	138.58124927562446
b2ff601e855055a7654ccbaef4b758a29a53c749	-34.986225685501154	138.5292995020268	-34.986225685501154	138.52930050202679
80dd5e15bbeb43ba44ddd96a968eabad8270e834	-34.89183461847744	138.50156538138583	-34.89183661847744	138.5015773813906
389c0cc9ffb57ca52d1af3409fc285010496b90f	-35.000335423293855	138.62128897459817	-35.00011142329385	138.62151797500067
6dd86ae531c4c470827a02cb80b10af4fe44e675	-34.95230797310473	138.55970023475862		
707037e50e9cc72bb885fd2ecb8b89bfdcb3993a	-34.9585518665709	138.56228061578167	-34.9585488665709	138.5622796157943
8ba5283eee07c632aa8c8e9a5997af1ff2e5d093	-34.81983534168184	138.62475458613906	-34.81983434168183	138.62475658613926
2b0f6ba0ec276a659c82aea47c155f8696d551df	-35.00705195712022	138.58452861928842	-35.00703595712022	138.5845316193026
12483ccc53ccb1e94482a8ee727ec581f657effd	-34.950105496337706	138.72980341647357	-34.950105496337706	138.72980641647356
927d450bb3a8e064b709b2581c60d4fee5e94efc	-34.95565920883519	138.5707417579422	-34.95566120883519	138.57074975794856
46dba1919795ea148f779a0aa8d687d2940484e3	-34.97629677912245	138.60193912981836	-34.97612777912245	138.60196613034427
0becc276848d405cf653f2714b1e1ccf325ee64c	-34.826884883439135	138.67093013330324	-34.820501883439135	138.67456411864688
71a9895dc326525ebbe9379e0e9ce05b5b44acac	-34.863187332044106	138.64097362885227	-34.863182332044104	138.6409736288467
a3aa2cac58d709e87b72ec7c9b285c17aefb142c	-35.01594426450122	138.5399354011996	-35.01594726450122	138.5399444011997
2cb340ec3164eab38058bd46953d7639dda85001	-34.70244699893817	138.70771481239183	-34.70244699893817	138.70771781239185
5784cd8247ec48a9b16baad218b19f69e286d67f	-34.93111730606958	138.61671671740248	-34.93114030606958	138.6167137174105
faee44c550d0d2e7bf21f7b1921494e6be592f82	-33.03150800592698	137.58045013668033	-33.03609300592698	137.57425813096344
82834b6f7f3a09c1a0768f718b36898abe921799	-34.95761076417812	138.61419838535835	-34.91242676417812	138.60072921277572
22ae4d0a18f6eb112a06d399954deb5e1eedb33b	-34.98079128067919	138.5211546622203	-34.98088328067919	138.52129966200872
a7b18d72f868860882342aa4f34778e776a67c4b	-34.964849285170445	138.5700742764236	-34.96487228517044	138.57005827639279
601f06625130af0dabcba9c1f378af20d543b0dc	-34.963089658631944	138.5688554757247	-34.96309265863195	138.5688864757254
f64747b3050219f8d3c238c1b57ad0cc233d5fa7	-35.068676669524365	138.60359152696884	-34.92635966952436	138.62194892047927
e10f37ec4111c05970f6a4c4130e786d1ad0ccb3	-34.703203920697	138.6714788483765	-34.703206920697	138.67150484837626
92187b4e2a90be2f12559ea73281dbc9eded7dbc	-35.094893392072194	138.54837723653657	-35.09488239207219	138.5483882365356
e1a5ae23df98e8254ed0b04354ec167d8f42d4a0			-34.99655902172962	138.5821651636352
156aea757c3fc36fc642a849620560a3b8a02a34	-35.01426989477041	138.57424062442473	-35.014273894770405	138.57424462443586
6d148a54c5314b56bcb7fc650b39346c939ff674	-34.97174351724701	138.63349182428547	-34.97175751724701	138.63347682428287
243ec9ef59c1b31b697dd78efe1aa38049e58927	-34.855917667315865	138.59757872588585	-34.855894667315866	138.597513725818
aa5658c11647cf1920da0628e3acad1396ddefd2	-34.89013831946086	138.670007209883	-34.89011831946086	138.6700212099796
01ec12de5dd7d227f288c2b3ac36c1ea667d6706	-35.130229987237385	138.49094600844077	-35.13025698723738	138.49095600845075
ddb9448b720350ac3a9a1a8e285f7681a0ae5264	-34.983282529725024	138.52787017724322	-34.98328952972502	138.5278531772446
